TARİH,Unnamed: 0,LEVEL1,LEVEL2,LEVEL3,DEĞER,TARIH
31.12.2021,569.0,KAYNAKLAR,ÖZKAYNAKLAR,Yurtdışındaki İşletmeye İlişkin Yatırım Riskinden Korunma Kazançları (Kayıpları),,2021-12-31
31.12.2021,570.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Riskten Korunma Kazançları (Kayıpları),,2021-12-31
31.12.2021,571.0,KAYNAKLAR,ÖZKAYNAKLAR,Yeniden Değerleme ve Sınıflandırma Kazançları (Kayıpları),46489.0,2021-12-31
31.12.2021,572.0,KAYNAKLAR,ÖZKAYNAKLAR,Satılmaya Hazır Finansal Varlıkların Yeniden Değerleme ve/veya Sınıflandırma Kazançları (Kayıpları),,2021-12-31
31.12.2021,573.0,KAYNAKLAR,ÖZKAYNAKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklardan Kazançlar (Kayıplar),46489.0,2021-12-31
31.12.2021,574.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Yeniden Değerleme ve Sınıflandırma Kazançları (Kayıpları),,2021-12-31
31.12.2021,575.0,KAYNAKLAR,ÖZKAYNAKLAR,Opsiyonların Zaman Değerindeki Değişiklikler,,2021-12-31
31.12.2021,576.0,KAYNAKLAR,ÖZKAYNAKLAR,Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişiklikler,,2021-12-31
31.12.2021,577.0,KAYNAKLAR,ÖZKAYNAKLAR,Yabancı Para Alım Satım Marjlarındaki Değişiklikler,,2021-12-31
31.12.2021,578.0,KAYNAKLAR,ÖZKAYNAKLAR,Özkaynak Yöntemi ile Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar/Zararda Sınıflandırılacak Paylar,,2021-12-31
31.12.2021,579.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Kazançlar (Kayıplar),,2021-12-31
31.12.2021,580.0,KAYNAKLAR,ÖZKAYNAKLAR,Kardan Ayrılan Kısıtlanmış Yedekler,766316.0,2021-12-31
31.12.2021,581.0,KAYNAKLAR,ÖZKAYNAKLAR,Sermayeye Eklenecek Gayrimenkul veya İştirak Satış Kazancı,,2021-12-31
31.12.2021,582.0,KAYNAKLAR,ÖZKAYNAKLAR,Yasal Yedekler,766316.0,2021-12-31
31.12.2021,583.0,KAYNAKLAR,ÖZKAYNAKLAR,Geri Alınan Paylara İlişkin Yedekler,,2021-12-31
31.12.2021,584.0,KAYNAKLAR,ÖZKAYNAKLAR,Girişim Sermayesi Fonu,,2021-12-31
31.12.2021,585.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Kısıtlanmış Yedekler,,2021-12-31
31.12.2021,586.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Özkaynak Payları,,2021-12-31
31.12.2021,587.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Yedekler,,2021-12-31
31.12.2021,588.0,KAYNAKLAR,ÖZKAYNAKLAR,Ödenen Kar Payı Avansları (Net) (-),,2021-12-31
31.12.2021,589.0,KAYNAKLAR,ÖZKAYNAKLAR,Geçmiş Yıllar Karları veya Zararları,3472846.0,2021-12-31
31.12.2021,590.0,KAYNAKLAR,ÖZKAYNAKLAR,Net Dönem Karı veya Zararı,8801005.0,2021-12-31
31.12.2021,591.0,KAYNAKLAR,ÖZKAYNAKLAR,Kontrol Gücü Olmayan Paylar,,2021-12-31
31.12.2021,592.0,KAYNAKLAR,ÖZKAYNAKLAR,TOPLAM ÖZKAYNAKLAR,10148538.0,2021-12-31
31.12.2021,593.0,KAYNAKLAR,,TOPLAM KAYNAKLAR,42792853.0,2021-12-31
TARİH,,LEVEL1,LEVEL2,LEVEL3,,
30.09.2022,0.0,,,Finansal Durum Tablosu (Bilanço),,2022-09-30
30.09.2022,1.0,VARLIKLAR,,Varlıklar,,2022-09-30
30.09.2022,2.0,VARLIKLAR,DÖNEN VARLIKLAR,DÖNEN VARLIKLAR,,2022-09-30
30.09.2022,3.0,VARLIKLAR,DÖNEN VARLIKLAR,Nakit ve Nakit Benzerleri,7253086.0,2022-09-30
30.09.2022,4.0,VARLIKLAR,DÖNEN VARLIKLAR,Gayrimenkul Projeleri Kapsamında Açılan Nakit Hesapları,,2022-09-30
30.09.2022,5.0,VARLIKLAR,DÖNEN VARLIKLAR,Finansal Yatırımlar,,2022-09-30
30.09.2022,6.0,VARLIKLAR,DÖNEN VARLIKLAR,Kullanımı Kısıtlı Banka Bakiyeleri,,2022-09-30
30.09.2022,7.0,VARLIKLAR,DÖNEN VARLIKLAR,Vadeli Mevduatlar,,2022-09-30
30.09.2022,8.0,VARLIKLAR,DÖNEN VARLIKLAR,Satılmaya Hazır Finansal Varlıklar,,2022-09-30
30.09.2022,9.0,VARLIKLAR,DÖNEN VARLIKLAR,Vadeye Kadar Elde Tutulacak Finansal Yatırımlar,,2022-09-30
30.09.2022,10.0,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan Finansal Varlıklar,,2022-09-30
30.09.2022,11.0,VARLIKLAR,DÖNEN VARLIKLAR,Alım Satım Amaçlı Elde Tutulan Finansal Varlıklar,,2022-09-30
30.09.2022,12.0,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılarak Ölçülen Diğer Finansal Varlıklar,,2022-09-30
30.09.2022,13.0,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan Olarak Sınıflandırılan Finansal Varlıklar,,2022-09-30
30.09.2022,14.0,VARLIKLAR,DÖNEN VARLIKLAR,Yatırım Riski Hayat Poliçesi Sahiplerine Ait Finansal Yatırımlar,,2022-09-30
30.09.2022,15.0,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklar,,2022-09-30
30.09.2022,16.0,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılarak Ölçülen Finansal Varlıklar,,2022-09-30
30.09.2022,17.0,VARLIKLAR,DÖNEN VARLIKLAR,Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlar,,2022-09-30
30.09.2022,18.0,VARLIKLAR,DÖNEN VARLIKLAR,İtfa Edilmiş Maliyetiyle Ölçülen Finansal Varlıklar,,2022-09-30
30.09.2022,19.0,VARLIKLAR,DÖNEN VARLIKLAR,Diğer Finansal Yatırımlar,,2022-09-30
30.09.2022,20.0,VARLIKLAR,DÖNEN VARLIKLAR,Teminata Verilen Finansal Varlıklar,,2022-09-30
30.09.2022,21.0,VARLIKLAR,DÖNEN VARLIKLAR,Ticari Alacaklar,21852907.0,2022-09-30
30.09.2022,22.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Taraflardan Ticari Alacaklar,16475394.0,2022-09-30
30.09.2022,23.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Olmayan Taraflardan Ticari Alacaklar,5377513.0,2022-09-30
30.09.2022,24.0,VARLIKLAR,DÖNEN VARLIKLAR,Finans Sektörü Faaliyetlerinden Alacaklar,,2022-09-30
30.09.2022,25.0,VARLIKLAR,DÖNEN VARLIKLAR,Finans Sektörü Faaliyetlerinden İlişkili Taraflardan Alacaklar,,2022-09-30
30.09.2022,26.0,VARLIKLAR,DÖNEN VARLIKLAR,Finans Sektörü Faaliyetlerinden İlişkili Olmayan Taraflardan Alacaklar,,2022-09-30
30.09.2022,27.0,VARLIKLAR,DÖNEN VARLIKLAR,Türkiye Cumhuriyet Merkez Bankası Hesabı,,2022-09-30
30.09.2022,28.0,VARLIKLAR,DÖNEN VARLIKLAR,Diğer Alacaklar,290761.0,2022-09-30
30.09.2022,29.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Taraflardan Diğer Alacaklar,144418.0,2022-09-30
30.09.2022,30.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Olmayan Taraflardan Diğer Alacaklar,146343.0,2022-09-30
30.09.2022,31.0,VARLIKLAR,DÖNEN VARLIKLAR,Müşteri Sözleşmelerinden Doğan Varlıklar,,2022-09-30
30.09.2022,32.0,VARLIKLAR,DÖNEN VARLIKLAR,Devam Eden İnşaat ve Taahhüt İşlerinden Doğan Sözleşme Varlıkları,,2022-09-30
30.09.2022,33.0,VARLIKLAR,DÖNEN VARLIKLAR,Mal ve Hizmet Satışlarından Doğan Sözleşme Varlıkları,,2022-09-30
30.09.2022,34.0,VARLIKLAR,DÖNEN VARLIKLAR,Diğer Sözleşme Varlıkları,,2022-09-30
30.09.2022,35.0,VARLIKLAR,DÖNEN VARLIKLAR,İmtiyaz Sözleşmelerine İlişkin Finansal Varlıklar,,2022-09-30
30.09.2022,36.0,VARLIKLAR,DÖNEN VARLIKLAR,Türev Araçlar,,2022-09-30
30.09.2022,37.0,VARLIKLAR,DÖNEN VARLIKLAR,Alım Satım Amaçlı Türev Araçlar,,2022-09-30
30.09.2022,38.0,VARLIKLAR,DÖNEN VARLIKLAR,Riskten Korunma Amaçlı Türev Araçlar,,2022-09-30
30.09.2022,39.0,VARLIKLAR,DÖNEN VARLIKLAR,Stoklar,15286257.0,2022-09-30
30.09.2022,40.0,VARLIKLAR,DÖNEN VARLIKLAR,Proje Halindeki Stoklar,,2022-09-30
30.09.2022,41.0,VARLIKLAR,DÖNEN VARLIKLAR,Canlı Varlıklar,,2022-09-30
30.09.2022,42.0,VARLIKLAR,DÖNEN VARLIKLAR,Peşin Ödenmiş Giderler,671434.0,2022-09-30
30.09.2022,43.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Taraflara Peşin Ödenmiş Giderler,,2022-09-30
30.09.2022,44.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Olmayan Taraflara Peşin Ödenmiş Giderler,,2022-09-30
30.09.2022,45.0,VARLIKLAR,DÖNEN VARLIKLAR,Ertelenmiş Sigortacılık Üretim Giderleri,,2022-09-30
30.09.2022,46.0,VARLIKLAR,DÖNEN VARLIKLAR,Cari Dönem Vergisiyle İlgili Varlıklar,71493.0,2022-09-30
30.09.2022,47.0,VARLIKLAR,DÖNEN VARLIKLAR,Nakit Dışı Serbest Kullanılabilir Teminatlar,,2022-09-30
30.09.2022,48.0,VARLIKLAR,DÖNEN VARLIKLAR,Diğer Dönen Varlıklar,2554393.0,2022-09-30
30.09.2022,49.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Taraflardan Diğer Dönen Varlıklar,,2022-09-30
30.09.2022,50.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Olmayan Taraflardan Diğer Dönen Varlıklar,,2022-09-30
30.09.2022,51.0,VARLIKLAR,DÖNEN VARLIKLAR,ARA TOPLAM,47980331.0,2022-09-30
30.09.2022,52.0,VARLIKLAR,DÖNEN VARLIKLAR,Satış Amaçlı Sınıflandırılan Duran Varlıklar,,2022-09-30
30.09.2022,53.0,VARLIKLAR,DÖNEN VARLIKLAR,Ortaklara Dağıtılmak Üzere Elde Tutulan Duran Varlıklar,,2022-09-30
30.09.2022,54.0,VARLIKLAR,DÖNEN VARLIKLAR,TOPLAM DÖNEN VARLIKLAR,47980331.0,2022-09-30
30.09.2022,55.0,VARLIKLAR,DURAN VARLIKLAR,DURAN VARLIKLAR,,2022-09-30
30.09.2022,56.0,VARLIKLAR,DURAN VARLIKLAR,Finansal Yatırımlar,79270.0,2022-09-30
30.09.2022,57.0,VARLIKLAR,DURAN VARLIKLAR,Kullanımı Kısıtlı Banka Bakiyeleri,,2022-09-30
30.09.2022,58.0,VARLIKLAR,DURAN VARLIKLAR,Vadeli Mevduatlar,,2022-09-30
30.09.2022,59.0,VARLIKLAR,DURAN VARLIKLAR,Satılmaya Hazır Finansal Yatırımlar,,2022-09-30
30.09.2022,60.0,VARLIKLAR,DURAN VARLIKLAR,Vadeye Kadar Elde Tutulacak Finansal Yatırımlar,,2022-09-30
30.09.2022,61.0,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan Finansal Varlıklar,,2022-09-30
30.09.2022,62.0,VARLIKLAR,DURAN VARLIKLAR,Alım Satım Amaçlı Elde Tutulan Finansal Varlıklar,,2022-09-30
30.09.2022,63.0,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılarak Ölçülen Diğer Finansal Varlıklar,,2022-09-30
30.09.2022,64.0,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan Olarak Sınıflandırılan Finansal Varlıklar,,2022-09-30
30.09.2022,65.0,VARLIKLAR,DURAN VARLIKLAR,Yatırım Riski Hayat Poliçesi Sahiplerine Ait Finansal Yatırımlar,,2022-09-30
30.09.2022,66.0,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklar,,2022-09-30
30.09.2022,67.0,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılarak Ölçülen Finansal Varlıklar,,2022-09-30
30.09.2022,68.0,VARLIKLAR,DURAN VARLIKLAR,Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlar,,2022-09-30
30.09.2022,69.0,VARLIKLAR,DURAN VARLIKLAR,İtfa Edilmiş Maliyetiyle Ölçülen Finansal Varlıklar,,2022-09-30
30.09.2022,70.0,VARLIKLAR,DURAN VARLIKLAR,Diğer Finansal Yatırımlar,,2022-09-30
30.09.2022,71.0,VARLIKLAR,DURAN VARLIKLAR,"İştirakler, İş Ortaklıkları ve Bağlı Ortaklıklardaki Yatırımlar",14834.0,2022-09-30
30.09.2022,72.0,VARLIKLAR,DURAN VARLIKLAR,Ticari Alacaklar,19915.0,2022-09-30
30.09.2022,73.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Taraflardan Ticari Alacaklar,,2022-09-30
30.09.2022,74.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Olmayan Taraflardan Ticari Alacaklar,19915.0,2022-09-30
30.09.2022,75.0,VARLIKLAR,DURAN VARLIKLAR,Finans Sektörü Faaliyetlerinden Alacaklar,,2022-09-30
30.09.2022,76.0,VARLIKLAR,DURAN VARLIKLAR,Finans Sektörü Faaliyetlerinden İlişkili Taraflardan Alacaklar,,2022-09-30
30.09.2022,77.0,VARLIKLAR,DURAN VARLIKLAR,Finans Sektörü Faaliyetlerinden İlişkili Olmayan Taraflardan Alacaklar,,2022-09-30
30.09.2022,78.0,VARLIKLAR,DURAN VARLIKLAR,Diğer Alacaklar,1076075.0,2022-09-30
30.09.2022,79.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Taraflardan Diğer Alacaklar,1076075.0,2022-09-30
30.09.2022,80.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Olmayan Taraflardan Diğer Alacaklar,,2022-09-30
30.09.2022,81.0,VARLIKLAR,DURAN VARLIKLAR,Müşteri Sözleşmelerinden Doğan Varlıklar,,2022-09-30
30.09.2022,82.0,VARLIKLAR,DURAN VARLIKLAR,Devam Eden İnşaat ve Taahhüt İşlerinden Doğan Sözleşme Varlıkları,,2022-09-30
30.09.2022,83.0,VARLIKLAR,DURAN VARLIKLAR,Mal ve Hizmet Satışlarından Doğan Sözleşme Varlıkları,,2022-09-30
30.09.2022,84.0,VARLIKLAR,DURAN VARLIKLAR,Diğer Sözleşme Varlıkları,,2022-09-30
30.09.2022,85.0,VARLIKLAR,DURAN VARLIKLAR,İmtiyaz Sözleşmelerine İlişkin Finansal Varlıklar,,2022-09-30
30.09.2022,86.0,VARLIKLAR,DURAN VARLIKLAR,Türev Araçlar,324601.0,2022-09-30
30.09.2022,87.0,VARLIKLAR,DURAN VARLIKLAR,Alım Satım Amaçlı Türev Araçlar,,2022-09-30
30.09.2022,88.0,VARLIKLAR,DURAN VARLIKLAR,Riskten Korunma Amaçlı Türev Araçlar,,2022-09-30
30.09.2022,89.0,VARLIKLAR,DURAN VARLIKLAR,Stoklar,,2022-09-30
30.09.2022,90.0,VARLIKLAR,DURAN VARLIKLAR,Özkaynak Yöntemiyle Değerlenen Yatırımlar,,2022-09-30
30.09.2022,91.0,VARLIKLAR,DURAN VARLIKLAR,Canlı Varlıklar,,2022-09-30
30.09.2022,92.0,VARLIKLAR,DURAN VARLIKLAR,Yatırım Amaçlı Gayrimenkuller,,2022-09-30
30.09.2022,93.0,VARLIKLAR,DURAN VARLIKLAR,Proje Halindeki Yatırım Amaçlı Gayrimenkuller,,2022-09-30
30.09.2022,94.0,VARLIKLAR,DURAN VARLIKLAR,Maddi Duran Varlıklar,15622450.0,2022-09-30
30.09.2022,95.0,VARLIKLAR,DURAN VARLIKLAR,Arazi ve Arsalar,,2022-09-30
30.09.2022,96.0,VARLIKLAR,DURAN VARLIKLAR,Yeraltı ve Yerüstü Düzenlemeleri,,2022-09-30
30.09.2022,97.0,VARLIKLAR,DURAN VARLIKLAR,Binalar,,2022-09-30
30.09.2022,98.0,VARLIKLAR,DURAN VARLIKLAR,"Tesis, Makine ve Cihazlar",,2022-09-30
30.09.2022,99.0,VARLIKLAR,DURAN VARLIKLAR,Taşıtlar,,2022-09-30
30.09.2022,100.0,VARLIKLAR,DURAN VARLIKLAR,Mobilya ve Demirbaşlar,,2022-09-30
30.09.2022,101.0,VARLIKLAR,DURAN VARLIKLAR,Özel Maliyetler,,2022-09-30
30.09.2022,102.0,VARLIKLAR,DURAN VARLIKLAR,Taşıyıcı Bitkiler,,2022-09-30
30.09.2022,103.0,VARLIKLAR,DURAN VARLIKLAR,Özel Tükenmeye Tabi Varlıklar,,2022-09-30
30.09.2022,104.0,VARLIKLAR,DURAN VARLIKLAR,Yapılmakta Olan Yatırımlar,,2022-09-30
30.09.2022,105.0,VARLIKLAR,DURAN VARLIKLAR,Faaliyet Kiralamasına Konu Varlıklar,,2022-09-30
30.09.2022,106.0,VARLIKLAR,DURAN VARLIKLAR,Diğer Maddi Duran Varlıklar,,2022-09-30
30.09.2022,107.0,VARLIKLAR,DURAN VARLIKLAR,Kullanım Hakkı Varlıkları,90198.0,2022-09-30
30.09.2022,108.0,VARLIKLAR,DURAN VARLIKLAR,Maddi Olmayan Duran Varlıklar,6436400.0,2022-09-30
30.09.2022,109.0,VARLIKLAR,DURAN VARLIKLAR,Şerefiye,539764.0,2022-09-30
30.09.2022,110.0,VARLIKLAR,DURAN VARLIKLAR,İmtiyaz Sözleşmelerinden Doğan Haklar,,2022-09-30
30.09.2022,111.0,VARLIKLAR,DURAN VARLIKLAR,Diğer Haklar,,2022-09-30
30.09.2022,112.0,VARLIKLAR,DURAN VARLIKLAR,Patentler,,2022-09-30
30.09.2022,113.0,VARLIKLAR,DURAN VARLIKLAR,Markalar,,2022-09-30
30.09.2022,114.0,VARLIKLAR,DURAN VARLIKLAR,Lisanslar,,2022-09-30
30.09.2022,115.0,VARLIKLAR,DURAN VARLIKLAR,Bilgisayar Yazılımları,,2022-09-30
30.09.2022,116.0,VARLIKLAR,DURAN VARLIKLAR,Aktifleştirilen Geliştirme Maliyetleri,,2022-09-30
30.09.2022,117.0,VARLIKLAR,DURAN VARLIKLAR,Diğer Maddi Olmayan Duran Varlıklar,5896636.0,2022-09-30
30.09.2022,118.0,VARLIKLAR,DURAN VARLIKLAR,Peşin Ödenmiş Giderler,5880723.0,2022-09-30
30.09.2022,119.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Taraflara Peşin Ödenmiş Giderler,,2022-09-30
30.09.2022,120.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Olmayan Taraflara Peşin Ödenmiş Giderler,,2022-09-30
30.09.2022,121.0,VARLIKLAR,DURAN VARLIKLAR,Ertelenmiş Vergi Varlığı,2199730.0,2022-09-30
30.09.2022,122.0,VARLIKLAR,DURAN VARLIKLAR,Cari Dönem Vergisiyle İlgili Duran Varlıklar,,2022-09-30
30.09.2022,123.0,VARLIKLAR,DURAN VARLIKLAR,Nakit Dışı Serbest Kullanılabilir Teminatlar,,2022-09-30
30.09.2022,124.0,VARLIKLAR,DURAN VARLIKLAR,Diğer Duran Varlıklar,,2022-09-30
30.09.2022,125.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Taraflara İlişkin Diğer Duran Varlıklar,,2022-09-30
30.09.2022,126.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Olmayan Taraflara İlişkin Diğer Duran Varlıklar,,2022-09-30
30.09.2022,127.0,VARLIKLAR,DURAN VARLIKLAR,TOPLAM DURAN VARLIKLAR,31744196.0,2022-09-30
30.09.2022,128.0,VARLIKLAR,,TOPLAM VARLIKLAR,79724527.0,2022-09-30
30.09.2022,129.0,KAYNAKLAR,,KAYNAKLAR,,2022-09-30
30.09.2022,130.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,KISA VADELİ YÜKÜMLÜLÜKLER,,2022-09-30
30.09.2022,131.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kısa Vadeli Borçlanmalar,10206042.0,2022-09-30
30.09.2022,132.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflardan Kısa Vadeli Borçlanmalar,,2022-09-30
30.09.2022,133.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Banka Kredileri,,2022-09-30
30.09.2022,134.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kiralama İşlemlerinden Borçlar,,2022-09-30
30.09.2022,135.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İhraç Edilmiş Borçlanma Araçları,,2022-09-30
30.09.2022,136.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Kısa Vadeli Borçlanmalar,,2022-09-30
30.09.2022,137.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflardan Kısa Vadeli Borçlanmalar,10206042.0,2022-09-30
30.09.2022,138.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Banka Kredileri,10206042.0,2022-09-30
30.09.2022,139.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kiralama İşlemlerinden Borçlar,,2022-09-30
30.09.2022,140.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İhraç Edilmiş Borçlanma Araçları,,2022-09-30
30.09.2022,141.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Kısa Vadeli Borçlanmalar,,2022-09-30
30.09.2022,142.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,3417393.0,2022-09-30
30.09.2022,143.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflardan Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,,2022-09-30
30.09.2022,144.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Banka Kredileri,,2022-09-30
30.09.2022,145.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kiralama İşlemlerinden Borçlar,,2022-09-30
30.09.2022,146.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İhraç Edilmiş Borçlanma Araçları,,2022-09-30
30.09.2022,147.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,,2022-09-30
30.09.2022,148.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflardan Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,3417393.0,2022-09-30
30.09.2022,149.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Banka Kredileri,3359989.0,2022-09-30
30.09.2022,150.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kiralama İşlemlerinden Borçlar,57404.0,2022-09-30
30.09.2022,151.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İhraç Edilmiş Borçlanma Araçları,,2022-09-30
30.09.2022,152.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,,2022-09-30
30.09.2022,153.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Finansal Yükümlülükler,,2022-09-30
30.09.2022,154.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kontrol Gücü Olmayan Paylara İlişkin Satış Opsiyon Yükümlülükleri,,2022-09-30
30.09.2022,155.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Finansal Teminat Sözleşmeleri,,2022-09-30
30.09.2022,156.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Muhtelif Finansal Yükümlülükler,,2022-09-30
30.09.2022,157.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Ticari Borçlar,25769611.0,2022-09-30
30.09.2022,158.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflara Ticari Borçlar,11596298.0,2022-09-30
30.09.2022,159.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflara Ticari Borçlar,14173313.0,2022-09-30
30.09.2022,160.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Finans Sektörü Faaliyetlerinden Borçlar,,2022-09-30
30.09.2022,161.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Finans Sektörü Faaliyetlerinden İlişkili Taraflara Borçlar,,2022-09-30
30.09.2022,162.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Finans Sektörü Faaliyetlerinden İlişkili Olmayan Taraflara Borçlar,,2022-09-30
30.09.2022,163.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Çalışanlara Sağlanan Faydalar Kapsamında Borçlar,903764.0,2022-09-30
30.09.2022,164.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Borçlar,583060.0,2022-09-30
30.09.2022,165.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflara Diğer Borçlar,0.0,2022-09-30
30.09.2022,166.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflara Diğer Borçlar,583060.0,2022-09-30
30.09.2022,167.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Müşteri Sözleşmelerinden Doğan Yükümlülükler,,2022-09-30
30.09.2022,168.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Devam Eden İnşaat ve Taahhüt İşlerinden Doğan Sözleşme Yükümlülükleri,,2022-09-30
30.09.2022,169.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Mal ve Hizmet Satışlarından Doğan Sözleşme Yükümlülükleri,,2022-09-30
30.09.2022,170.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Sözleşme Yükümlülükleri,,2022-09-30
30.09.2022,171.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Özkaynak Yöntemiyle Değerlenen Yatırımlardan Yükümlülükler,,2022-09-30
30.09.2022,172.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Türev Araçlar,0.0,2022-09-30
